molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pEC50
CHEMBL2022127,CCCCCS(=O)(=O)NC(=O)/C=C/c1ccc(OCCC(C)=O)cc1Oc1ncc(C(F)(F)F)cc1Cl,Full Agonist,562.994,5.5534,1,7,7.229147959
CHEMBL2022128,CCCCCS(=O)(=O)NC(=O)/C=C/c1ccc(OCCCS(C)(=O)=O)cc1Oc1ncc(C(F)(F)F)cc1Cl,Full Agonist,613.076,5.009,1,8,6.494849995
CHEMBL2022129,CCCCCS(=O)(=O)NC(=O)/C=C/c1ccc(OCCCC#N)cc1Oc1ncc(C(F)(F)F)cc1Cl,Full Agonist,559.994,5.87808,1,7,7.823908712
CHEMBL2022130,CCCCCNC(=O)CCc1ccc(OC(C)C)cc1Oc1ncc(C(F)(F)F)cc1Cl,Full Agonist,472.935,6.5723,1,4,6.537601972
CHEMBL2022131,CCCCCS(=O)(=O)NCCCc1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,Full Agonist,539.016,5.6135,1,6,7.494850022
CHEMBL2022132,CCCCOC(=O)NCCCc1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,Full Agonist,504.933,6.0302,1,6,7.420216369
CHEMBL2022133,CCCCNC(=O)OCCCc1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,Full Agonist,504.933,6.0302,1,6,7.318758763
CHEMBL2022134,CCCCCS(=O)(=O)NC(=O)OCCCc1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,Full Agonist,583.025,5.7501,1,8,8.346787486
CHEMBL2021930,CCCCCNS(=O)(=O)NC(=O)CCc1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,Full Agonist,568.014,4.6447,2,7,8.958607315
CHEMBL1231733,COc1cc(O)c2c(c1C(=O)NCc1cccc3ccccc13)OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,Full Agonist,485.492,4.0018,3,7,6.744727495
CHEMBL2042802,COc1cc(O)c2c(c1C(=O)NCc1c(C)ccc3ccccc13)OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,Full Agonist,499.519,4.31022,3,7,7.552841969
CHEMBL2042803,CCc1ccc2ccccc2c1CNC(=O)c1c(OC)cc(O)c2c1OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,Full Agonist,513.546,4.5642,3,7,8.431798276
CHEMBL2042804,CCCc1ccc2ccccc2c1CNC(=O)c1c(OC)cc(O)c2c1OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,Full Agonist,527.573,4.9543,3,7,7.366531544
CHEMBL2042805,CCCCc1ccc2ccccc2c1CNC(=O)c1c(OC)cc(O)c2c1OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,Full Agonist,541.6,5.3444,3,7,7.229147959
CHEMBL2042806,COc1cc(O)c2c(c1C(=O)NCc1c(C)cc(Cl)c3ccccc13)OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,Full Agonist,533.964,4.96362,3,7,7.65757728
CHEMBL2042807,COc1cc(O)c2c(c1C(=O)NCc1c(C)ccc3c(Cl)cccc13)OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,Full Agonist,533.964,4.96362,3,7,6.769551079
CHEMBL2042808,COc1cc(O)c2c(c1C(=O)NCc1c(C)ccc3cc(Cl)ccc13)OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,Full Agonist,533.964,4.96362,3,7,7.251811973
CHEMBL2042809,COc1cc(O)c2c(c1C(=O)NCc1c(C)ccc3ccc(Cl)cc13)OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,Full Agonist,533.964,4.96362,3,7,8.309803831
CHEMBL2042810,COc1cc(O)c2c(c1C(=O)NCc1c(C)cc(F)c3ccccc13)OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,Full Agonist,517.509,4.44932,3,7,8.318758763
CHEMBL2042811,COc1cc(O)c2c(c1C(=O)NCc1c(C)ccc3c(F)cccc13)OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,Full Agonist,517.509,4.44932,3,7,7.795880017
CHEMBL2042812,COc1cc(O)c2c(c1C(=O)NCc1c(C)ccc3cc(F)ccc13)OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,Full Agonist,517.509,4.44932,3,7,7.568636236
CHEMBL2042813,COc1cc(O)c2c(c1C(=O)NCc1c(C)ccc3ccc(F)cc13)OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,Full Agonist,517.509,4.44932,3,7,7.18708661
CHEMBL2042814,CCc1cc(F)c2ccccc2c1CNC(=O)c1c(OC)cc(O)c2c1OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,Full Agonist,531.536,4.7033,3,7,9.026872146
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,7.958607275
CHEMBL2042814,CCc1cc(F)c2ccccc2c1CNC(=O)c1c(OC)cc(O)c2c1OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,Full Agonist,531.536,4.7033,3,7,7.920818754
CHEMBL2158959,CCCOc1ccc(C[C@H](CCc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,Full Agonist,579.781,7.7493,2,3,8.036212173
CHEMBL2158012,CCCOc1ccc(C[C@@H](CCc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,Full Agonist,579.781,7.7493,2,3,7.468521083
CHEMBL402840,CCCOc1ccc(C[C@H](CC)C(=O)O)cc1CNC(=O)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,Full Agonist,503.683,6.5265,2,3,7.387216143
CHEMBL272137,CCCOc1ccc(C[C@@H](CC)C(=O)O)cc1CNC(=O)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,Full Agonist,503.683,6.5265,2,3,7.080921887
CHEMBL2158961,CCCOc1ccc(C[C@H](CC2CCCCC2)C(=O)O)cc1CNC(=O)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,Full Agonist,571.802,8.0869,2,3,7.65757728
CHEMBL2158960,CCCOc1ccc(C[C@@H](CC2CCCCC2)C(=O)O)cc1CNC(=O)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,Full Agonist,571.802,8.0869,2,3,7.920818754
CHEMBL1651238,CCCOc1ccc(C[C@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,Full Agonist,565.754,7.3592,2,3,7.65757728
CHEMBL1651239,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,Full Agonist,565.754,7.3592,2,3,8.443697499
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,7
CHEMBL2204594,COc1cc(OC(C)(C)C(=O)O)ccc1CN(Cc1ccco1)Cc1nc(-c2ccccc2)oc1C,Full Agonist,490.556,5.69602,1,7,6.48148606
CHEMBL2204593,Cc1oc(-c2ccccc2)nc1CN(Cc1ccco1)Cc1ccc(OC(C)(C)C(=O)O)cc1Cl,Full Agonist,494.975,6.34082,1,6,6.050609969
CHEMBL2204595,Cc1cc(CN(Cc2ccco2)Cc2nc(-c3ccccc3)oc2C)cc(C)c1OC(C)(C)C(=O)O,Full Agonist,488.584,6.30426,1,6,8.327902142
CHEMBL2204597,Cc1cc(CN(Cc2ccco2)Cc2nc(-c3ccccc3)oc2C)ccc1OC(C)(C)C(=O)O,Full Agonist,474.557,5.99584,1,6,7.376750679
CHEMBL2204596,COc1cc(CN(Cc2ccco2)Cc2nc(-c3ccccc3)oc2C)ccc1OC(C)(C)C(=O)O,Full Agonist,490.556,5.69602,1,7,6.744727495
CHEMBL2204598,Cc1oc(-c2ccccc2)nc1CN(Cc1ccc(OC(C)(C)C(=O)O)c(Cl)c1)Cc1ccco1,Full Agonist,494.975,6.34082,1,6,7.148741651
CHEMBL2204599,Cc1oc(-c2ccccc2)nc1CN(Cc1ccc(OC(C)(C)C(=O)O)cc1)Cc1ccco1,Full Agonist,460.53,5.68742,1,6,6.173925197
CHEMBL2204601,Cc1oc(-c2cccc(Br)c2)nc1CN(Cc1ccc(OC(C)(C)C(=O)O)cc1)C(=O)c1ccccc1,Partial Agonist,563.448,6.49712,1,5,4.602059957
CHEMBL2204600,Cc1oc(-c2cccc(Br)c2)nc1CN(Cc1ccc(OC(C)(C)C(=O)O)cc1)Cc1ccco1,Full Agonist,539.426,6.44992,1,6,6.508638306
CHEMBL2204602,COc1ccc(CN(Cc2ccc(OC(C)(C)C(=O)O)cc2)Cc2nc(-c3cccc(Br)c3)oc2C)cc1,Full Agonist,579.491,6.86552,1,6,6.154901929
CHEMBL2204604,Cc1oc(-c2cccc(Br)c2)nc1CN(Cc1ccccc1)Cc1ccc(OC(C)(C)C(=O)O)cc1,Full Agonist,549.465,6.85692,1,5,5.657577319
CHEMBL2204603,CCCCN(Cc1ccc(OC(C)(C)C(=O)O)cc1)Cc1nc(-c2cccc(Br)c2)oc1C,Full Agonist,515.448,6.45682,1,5,5.886056614
CHEMBL2204606,Cc1oc(-c2ccccc2)nc1CC(=O)Nc1ccc(OC(C)(C)C(=O)O)cc1,Partial Agonist,394.427,4.07322,2,5,4.602059957
CHEMBL2204605,Cc1oc(-c2cccc(Br)c2)nc1CNCc1ccc(OC(C)(C)C(=O)O)cc1,Full Agonist,459.34,4.94432,2,5,5.113509258
CHEMBL2204607,Cc1oc(-c2ccccc2)nc1CNCc1ccc(OC(C)(C)C(=O)O)cc1,Partial Agonist,380.444,4.18182,2,5,4.602059957
CHEMBL2204608,Cc1oc(-c2ccccc2)nc1CNc1ccc(OC(C)(C)C(=O)O)cc1,Full Agonist,366.417,4.50412,2,5,5.055517328
CHEMBL2204609,Cc1oc(-c2ccccc2)nc1CCNc1ccc(OC(C)(C)C(=O)O)cc1,Partial Agonist,380.444,4.54662,2,5,4.795880017
CHEMBL2204610,Cc1oc(-c2cccc(Br)c2)nc1CCOc1ccc(OC(C)(C)C(=O)O)cc1,Full Agonist,460.324,5.27602,1,5,6.096910013
CHEMBL66206,Cc1oc(-c2ccccc2)nc1CCOc1ccc(OC(C)(C)C(=O)O)cc1,Partial Agonist,381.428,4.51352,1,5,4.602059957
CHEMBL2322176,CCc1nc2c(C)cn(Cc3ccccc3C#N)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Full Agonist,552.642,5.3715,1,8,6.530177955
CHEMBL2322175,CCc1nc2c(C)cn(Cc3ccccc3C)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Full Agonist,541.659,5.80824,1,7,7.376750679
CHEMBL2322174,CCc1nc2ccn(Cc3c(C)noc3C)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Full Agonist,532.608,4.79624,1,9,5.349692448
CHEMBL2322173,CCc1nc2ccn(Cc3ccncc3)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Partial Agonist,514.593,4.5864,1,8,4.602059957
CHEMBL2322172,CCc1nc2ccn(Cc3cccnc3)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Full Agonist,514.593,4.5864,1,8,5.438898616
CHEMBL2322451,CCc1nc2ccn(Cc3ccccn3)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Full Agonist,514.593,4.5864,1,8,5.446116949
CHEMBL2322450,CCc1nc2ccn(Cc3cccc(C(F)(F)F)c3)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Full Agonist,581.602,6.2102,1,7,6.34775363
CHEMBL2322449,CCc1nc2ccn(Cc3cccc(C)c3)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Full Agonist,527.632,5.49982,1,7,6.966576245
CHEMBL2322448,CCc1nc2ccn(Cc3cccc(F)c3)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Full Agonist,531.595,5.3305,1,7,6.798602848
CHEMBL2322447,CCc1nc2ccn(Cc3ccccc3OC(F)(F)F)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Full Agonist,597.601,6.09,1,8,7.698969983
CHEMBL2322446,CCc1nc2ccn(Cc3ccccc3C(F)(F)F)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Full Agonist,581.602,6.2102,1,7,6.728158393
CHEMBL2322445,CCc1nc2ccn(Cc3ccccc3C#N)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Full Agonist,538.615,5.06308,1,8,6.16430939
CHEMBL2322444,CCc1nc2ccn(Cc3ccccc3C)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Full Agonist,527.632,5.49982,1,7,7.013228266
CHEMBL2322443,CCc1nc2ccn(Cc3ccccc3F)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Full Agonist,531.595,5.3305,1,7,6.987162733
CHEMBL2322442,CCc1nc2ccn(CC3CCCCC3)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Full Agonist,519.653,5.7234,1,7,6.025949083
CHEMBL2322441,CCc1nc2ccn(CC(C)C)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Full Agonist,479.588,4.7991,1,7,5.76700389
CHEMBL2322440,CCc1nc2ccn(CC(=O)O)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Partial Agonist,481.516,3.2277,2,8,3.999999957
CHEMBL2322439,CCc1nc2ccn(CC(=O)OCc3ccccc3)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Full Agonist,571.641,4.8865,1,9,5.903089987
CHEMBL2322438,CCc1nc2ccn(CC(=O)N(C)C)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Partial Agonist,508.586,3.2313,1,8,3.999999957
CHEMBL2322437,CCc1nc2ccn(Cc3ccccc3)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Full Agonist,513.605,5.1914,1,7,6.534617104
CHEMBL2322177,CCc1nc2cc[nH]c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Partial Agonist,423.48,3.6697,2,6,3.999999957
CHEMBL1801740,CCc1nc2c(C)cc(CC(C)C)nc2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,Full Agonist,477.616,5.88332,1,6,6.673664119
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,356.447,3.1596,1,5,5.892789996
CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,514.629,7.26442,1,5,5.818156383
CHEMBL2331784,CCOC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2)ccc1Oc1cncc(Cl)c1,Full Agonist,467.33,5.1582,1,6,6.698970004
CHEMBL2377532,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(-c2cncnc2)cc1,Full Agonist,509.606,5.3484,2,5,5.509339347
CHEMBL2377531,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(-c2cnccn2)cc1,Full Agonist,509.606,5.3484,2,5,6.146362618
CHEMBL2377530,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(-c2ncccn2)cc1,Full Agonist,509.606,5.3484,2,5,7.460923901
CHEMBL2377529,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(-c2ccncc2)cc1,Full Agonist,508.618,5.9534,2,4,5.772627532
CHEMBL2377528,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(-c2cccnc2)cc1,Full Agonist,508.618,5.9534,2,4,6.073657533
CHEMBL2377527,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(-c2ccccn2)cc1,Full Agonist,508.618,5.9534,2,4,6.73025358
CHEMBL2377526,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(-c2cccs2)cc1,Full Agonist,513.659,6.6199,2,4,7.185752404
CHEMBL2377525,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(-c2ccc(F)cc2)cc1,Full Agonist,525.62,6.6975,2,3,6.988852639
CHEMBL2377524,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(-c2cccc(F)c2)cc1,Full Agonist,525.62,6.6975,2,3,7.542118073
CHEMBL2377523,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(-c2ccccc2F)cc1,Full Agonist,525.62,6.6975,2,3,7.305394775
CHEMBL2377522,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(-c2ccccc2C)cc1,Full Agonist,521.657,6.86682,2,3,7.131943609
CHEMBL2377521,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(-c2ccccc2)cc1,Full Agonist,507.63,6.5584,2,3,7.066006786
CHEMBL1651238,CCCOc1ccc(C[C@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,Full Agonist,565.754,7.3592,2,3,8.443697499
CHEMBL1934476,Cc1nc(-c2ccc(Cl)cc2)sc1C(=O)N[C@H]1CCCN(c2cccc(C(=O)O)c2)C1,Full Agonist,455.967,4.86892,2,5,5.180456038
CHEMBL3354989,Cc1nc(-c2cccc(C(F)(F)F)c2)sc1CNCc1ccc(OC(C)(C)C(=O)O)cc1,Partial Agonist,464.509,5.66912,2,5,4.602059957
CHEMBL247951,CC[C@@H](Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O,Full Agonist,490.556,5.5541,1,7,5.769551079
CHEMBL1934484,Cc1ccc(-c2nc(C)c(C(=O)N[C@H]3CCCN(c4cccc(C(=O)O)c4)C3)s2)cc1,Full Agonist,435.549,4.52394,2,5,5.508638292
CHEMBL435523,CCCc1c(OCCCCOc2cccc(CC(=O)O)c2)ccc2c(-c3ccccc3)noc12,Full Agonist,459.542,6.3124,1,5,8.22184875
CHEMBL1651239,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,Full Agonist,565.754,7.3592,2,3,8.443697499
CHEMBL3317867,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2C3CC4CC(C3)CC2C4)cc1,Full Agonist,566.742,6.6587,2,4,8.657577319
CHEMBL3317866,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CC3CCC(C3)C2)cc1,Full Agonist,540.704,6.1277,2,4,7.931814101
CHEMBL3317865,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2C3CCCC2CCC3)cc1,Full Agonist,554.731,6.8028,2,4,8.27572413
CHEMBL3317864,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2C3CCCC2CC3)cc1,Full Agonist,540.704,6.4127,2,4,8.173925197
CHEMBL3317863,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CC(C)(C)CC(C)(C)C2)cc1,Full Agonist,570.774,7.1539,2,4,8.657577319
CHEMBL3317862,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CCC(C)(C)CC2)cc1,Full Agonist,542.72,6.5178,2,4,7.982966661
CHEMBL3317861,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CCCC(C)(C)C2)cc1,Full Agonist,542.72,6.5178,2,4,8.15490196
CHEMBL3317455,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CCCCCCCC2)cc1,Full Agonist,556.747,7.052,2,4,7.410050365
CHEMBL3317860,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CCCCCCC2)cc1,Full Agonist,542.72,6.6619,2,4,8.721246399
CHEMBL3317859,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CCCCCC2)cc1,Full Agonist,528.693,6.2718,2,4,8.173925197
CHEMBL3317858,CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CCCCC2)cc1,Full Agonist,514.666,5.8817,2,4,7.278189385
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,7.999999957
CHEMBL2337127,COc1cc(CCc2ccccc2)c(C(=O)O)c(O)c1C/C=C(\C)CCC=C(C)C,Full Agonist,408.538,6.1194,2,3,7.13667708
CHEMBL3601089,CCCCCNC(=O)c1ccc(NC(=O)c2cccc(CN3C(=O)OC[C@H]3Cc3ccccc3)c2)cc1,Full Agonist,499.611,5.4224,2,4,5.789949123
CHEMBL3601087,CC(C)(C)c1ccc(CNC(=O)c2ccc(NC(=O)c3cccc(CN4C(=O)OC[C@H]4Cc4ccccc4)c3)cc2)cc1,Full Agonist,575.709,6.7299,2,4,5.886725274
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,7.060480722
CHEMBL602468,CCC(NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1,Full Agonist,516.641,7.55274,2,3,7.886056648
CHEMBL602469,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccccc3)cc12,Full Agonist,488.587,6.60164,2,3,6.522878745
CHEMBL3695841,Cc1ccccc1CNC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,502.614,6.91006,2,3,6.199282922
CHEMBL3695829,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccccc3N)cc12,Full Agonist,503.602,6.18384,3,4,5.596536299
CHEMBL3695852,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccccc3[N+](=O)[O-])cc12,Full Agonist,533.584,6.50984,2,5,6.080398961
CHEMBL3695839,Cc1cccc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)c1,Full Agonist,502.614,6.91006,2,3,6.440093375
CHEMBL3695837,COc1cccc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)c1,Full Agonist,518.613,6.61024,2,4,6.725842128
CHEMBL3695843,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3cccc([N+](=O)[O-])c3)cc12,Full Agonist,533.584,6.50984,2,5,6.085128182
CHEMBL3695840,Cc1ccc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1,Full Agonist,502.614,6.91006,2,3,7.853871964
CHEMBL3695771,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc(Br)cc3)cc12,Full Agonist,567.483,7.36414,2,3,6.287350273
CHEMBL3695831,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc([N+](=O)[O-])cc3)cc12,Full Agonist,533.584,6.50984,2,5,5.871600699
CHEMBL3695772,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc(C(C)(C)C)cc3)cc12,Full Agonist,544.695,7.89914,2,3,6.906578297
CHEMBL3695821,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3cccs3)cc12,Full Agonist,494.616,6.66314,2,4,6.707743906
CHEMBL3695813,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NC(c3ccccc3)c3ccccc3)cc12,Full Agonist,564.685,8.19104,2,3,9
CHEMBL3695826,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NC3CCC3)cc12,Full Agonist,452.554,5.95394,2,3,5.246800055
CHEMBL3695819,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCC3CCCCC3)cc12,Full Agonist,494.635,6.98174,2,3,6.747146969
CHEMBL1230353,CC[C@H](NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1,Full Agonist,516.641,7.55274,2,3,7.275724106
CHEMBL3695832,CC[C@@H](NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1,Full Agonist,516.641,7.55274,2,3,8.522878745
CHEMBL3695845,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(F)cc3)cc12,Full Agonist,520.604,7.30174,2,3,6.195179321
CHEMBL3695846,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@H](C)c3ccc(F)cc3)cc12,Full Agonist,520.604,7.30174,2,3,7.327902124
CHEMBL3695776,COc1ccc([C@H](C)NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1,Full Agonist,532.64,7.17124,2,4,5.682772609
CHEMBL3695780,COc1ccc([C@@H](C)NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1,Full Agonist,532.64,7.17124,2,4,7.275724106
CHEMBL3348830,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc([N+](=O)[O-])cc3)cc12,Full Agonist,547.611,7.07084,2,5,5.367745223
CHEMBL3695811,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@H](C)c3ccc([N+](=O)[O-])cc3)cc12,Full Agonist,547.611,7.07084,2,5,6.298432015
CHEMBL3695760,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(Br)cc3)cc12,Full Agonist,581.51,7.92514,2,3,6.287350273
